tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99998,0,2,0,0
2,100000,99947,51,2,0,0
3,100000,99909,89,2,0,0
4,100000,99874,124,2,0,0
5,100000,99846,152,2,0,0
6,100000,99808,139,53,0,51
7,100000,99778,131,91,0,38
8,100000,99739,135,124,2,35
9,100000,99699,147,152,2,28
10,100000,99655,153,190,2,38
11,100000,99632,146,220,2,30
12,100000,99593,146,259,2,39
13,100000,99563,136,248,53,40
14,100000,99527,128,254,91,44
15,100000,99494,138,242,126,23
16,100000,99456,137,253,154,39
17,100000,99424,139,245,192,30
18,100000,99395,132,251,222,36
19,100000,99346,148,245,261,33
20,100000,99307,149,243,301,38
21,100000,99264,160,231,345,32
22,100000,99221,174,237,368,29
23,100000,99184,162,247,407,49
24,100000,99152,155,256,437,39
25,100000,99108,156,263,473,43
26,100000,99079,142,273,506,43
27,100000,99046,138,272,544,37
28,100000,99016,136,272,576,32
29,100000,98988,120,287,605,44
30,100000,98960,119,267,654,29
31,100000,98930,116,261,693,33
32,100000,98891,125,248,736,30
33,100000,98855,133,233,779,28
34,100000,98825,135,224,816,28
35,100000,98793,137,222,848,30
36,100000,98764,127,217,892,39
37,100000,98740,115,224,921,36
38,100000,98705,120,221,954,30
39,100000,98674,119,223,984,32
40,100000,98643,121,224,1012,29
41,100000,98598,142,220,1040,24
42,100000,98578,127,225,1070,35
43,100000,98545,129,217,1109,31
44,100000,98507,136,212,1145,31
45,100000,98471,127,227,1175,45
46,100000,98422,156,215,1207,20
47,100000,98386,159,219,1236,33
48,100000,98350,157,233,1260,38
49,100000,98322,149,234,1295,36
50,100000,98288,134,252,1326,49
51,100000,98257,129,257,1357,36
52,100000,98221,129,248,1402,36
53,100000,98192,130,256,1422,28
54,100000,98161,127,257,1455,34
55,100000,98125,132,250,1493,31
56,100000,98093,128,250,1529,36
57,100000,98056,136,230,1578,29
58,100000,98005,156,225,1614,31
59,100000,97975,150,225,1650,36
60,100000,97941,152,229,1678,32
61,100000,97910,146,232,1712,37
62,100000,97887,118,252,1743,51
63,100000,97865,110,246,1779,30
64,100000,97821,120,251,1808,34
65,100000,97781,129,251,1839,31
66,100000,97745,142,238,1875,23
67,100000,97697,168,228,1907,22
68,100000,97665,156,235,1944,44
69,100000,97630,151,224,1995,40
70,100000,97586,159,230,2025,36
71,100000,97550,147,244,2059,48
72,100000,97517,148,245,2090,32
73,100000,97482,148,257,2113,35
74,100000,97450,136,279,2135,44
75,100000,97417,133,271,2179,36
76,100000,97381,136,264,2219,33
77,100000,97347,135,263,2255,35
78,100000,97308,142,247,2303,32
79,100000,97276,141,248,2335,33
80,100000,97249,132,249,2370,36
81,100000,97216,131,239,2414,34
82,100000,97196,112,242,2450,39
83,100000,97162,114,241,2483,32
84,100000,97132,117,233,2518,27
85,100000,97094,122,234,2550,33
86,100000,97065,131,221,2583,20
87,100000,97037,125,219,2619,34
88,100000,97014,118,215,2653,30
89,100000,96976,118,214,2692,38
90,100000,96943,122,211,2724,29
91,100000,96916,121,212,2751,28
92,100000,96883,131,202,2784,23
93,100000,96864,112,220,2804,38
94,100000,96832,111,219,2838,33
95,100000,96800,116,216,2868,27
96,100000,96780,103,211,2906,33
97,100000,96758,106,201,2935,19
98,100000,96736,96,205,2963,32
99,100000,96704,96,214,2986,32
100,100000,96678,102,196,3024,20
101,100000,96655,103,185,3057,22
102,100000,96624,112,180,3084,22
103,100000,96596,108,179,3117,32
104,100000,96575,103,186,3136,26
105,100000,96547,108,177,3168,23
106,100000,96518,106,176,3200,31
107,100000,96478,118,184,3220,28
108,100000,96446,129,183,3242,21
109,100000,96417,130,189,3264,28
110,100000,96386,132,186,3296,29
111,100000,96362,116,200,3322,40
112,100000,96328,118,209,3345,32
113,100000,96303,114,207,3376,29
114,100000,96262,124,210,3404,31
115,100000,96228,134,213,3425,24
116,100000,96205,123,219,3453,34
117,100000,96176,127,215,3482,25
118,100000,96136,126,216,3522,41
119,100000,96109,119,218,3554,34
120,100000,96074,131,212,3583,23
121,100000,96047,129,210,3614,29
122,100000,96020,116,226,3638,40
123,100000,95991,118,219,3672,27
124,100000,95959,115,229,3697,35
125,100000,95926,121,215,3738,27
126,100000,95889,131,208,3772,27
127,100000,95866,125,214,3795,29
128,100000,95826,133,217,3824,32
129,100000,95802,124,210,3864,33
130,100000,95764,125,220,3891,37
131,100000,95731,135,208,3926,23
132,100000,95702,124,221,3953,40
133,100000,95675,127,218,3980,24
134,100000,95624,140,227,4009,38
135,100000,95603,128,228,4041,33
136,100000,95572,130,224,4074,29
137,100000,95539,136,214,4111,27
138,100000,95505,119,242,4134,51
139,100000,95477,126,223,4174,21
140,100000,95451,121,230,4198,31
141,100000,95415,124,225,4236,33
142,100000,95376,129,226,4269,34
143,100000,95337,140,225,4298,28
144,100000,95304,147,224,4325,26
145,100000,95288,127,209,4376,36
146,100000,95252,124,227,4397,39
147,100000,95216,121,235,4428,39
148,100000,95188,116,235,4461,33
149,100000,95162,126,217,4495,16
150,100000,95129,123,225,4523,36
151,100000,95104,112,235,4549,36
152,100000,95070,118,227,4585,28
153,100000,95042,120,214,4624,26
154,100000,95015,114,208,4663,33
155,100000,94984,120,200,4696,25
156,100000,94962,108,218,4712,34
157,100000,94926,116,210,4748,28
158,100000,94888,127,201,4784,27
159,100000,94864,120,204,4812,31
160,100000,94838,124,200,4838,22
161,100000,94809,117,203,4871,36
162,100000,94785,103,216,4896,38
163,100000,94760,104,206,4930,24
164,100000,94726,112,204,4958,26
165,100000,94700,109,206,4985,29
166,100000,94670,115,199,5016,24
167,100000,94647,113,202,5038,25
168,100000,94618,108,200,5074,34
169,100000,94590,110,188,5112,26
170,100000,94563,107,194,5136,30
171,100000,94538,109,191,5162,23
172,100000,94501,117,191,5191,29
173,100000,94473,117,195,5215,28
174,100000,94441,122,197,5240,27
175,100000,94410,128,188,5274,25
