type,properties_in_map,properties_id,geometry_type,coordinatex1,coordinatey1,coordinatex2,coordinatey2,coordinatex3,coordinatey3,coordinatex4,coordinatey4,coordinatex5,coordinatey5
Feature,True,0,Polygon,100,9599,100,9699,0,9699,0,9599,100,9599
Feature,True,1,Polygon,100,9699,100,9799,0,9799,0,9699,100,9699
Feature,True,2,Polygon,100,13999,100,14099,0,14099,0,13999,100,13999
Feature,True,3,Polygon,100,14099,100,14199,0,14199,0,14099,100,14099
Feature,True,4,Polygon,100,14199,100,14299,0,14299,0,14199,100,14199
Feature,True,5,Polygon,200,9599,200,9699,100,9699,100,9599,200,9599
Feature,True,6,Polygon,200,9699,200,9799,100,9799,100,9699,200,9699
Feature,True,7,Polygon,200,9799,200,9899,100,9899,100,9799,200,9799
Feature,True,8,Polygon,200,9899,200,9999,100,9999,100,9899,200,9899
Feature,True,9,Polygon,200,9999,200,10099,100,10099,100,9999,200,9999
Feature,True,10,Polygon,200,10099,200,10199,100,10199,100,10099,200,10099
Feature,True,11,Polygon,200,14099,200,14199,100,14199,100,14099,200,14099
Feature,True,12,Polygon,200,14199,200,14299,100,14299,100,14199,200,14199
Feature,True,13,Polygon,300,9599,300,9699,200,9699,200,9599,300,9599
Feature,True,14,Polygon,300,9699,300,9799,200,9799,200,9699,300,9699
Feature,True,15,Polygon,300,9799,300,9899,200,9899,200,9799,300,9799
Feature,True,16,Polygon,300,9899,300,9999,200,9999,200,9899,300,9899
Feature,True,17,Polygon,300,9999,300,10099,200,10099,200,9999,300,9999
Feature,True,18,Polygon,300,10099,300,10199,200,10199,200,10099,300,10099
Feature,True,19,Polygon,300,10199,300,10299,200,10299,200,10199,300,10199
Feature,True,20,Polygon,300,10299,300,10399,200,10399,200,10299,300,10299
Feature,True,21,Polygon,300,13999,300,14099,200,14099,200,13999,300,13999
Feature,True,22,Polygon,300,14099,300,14199,200,14199,200,14099,300,14099
Feature,True,23,Polygon,300,14199,300,14299,200,14299,200,14199,300,14199
Feature,True,24,Polygon,400,9599,400,9699,300,9699,300,9599,400,9599
Feature,True,25,Polygon,400,9699,400,9799,300,9799,300,9699,400,9699
Feature,True,26,Polygon,400,9799,400,9899,300,9899,300,9799,400,9799
Feature,True,27,Polygon,400,9899,400,9999,300,9999,300,9899,400,9899
Feature,True,28,Polygon,400,9999,400,10099,300,10099,300,9999,400,9999
Feature,True,29,Polygon,400,10099,400,10199,300,10199,300,10099,400,10099
Feature,True,30,Polygon,400,10199,400,10299,300,10299,300,10199,400,10199
Feature,True,31,Polygon,400,10299,400,10399,300,10399,300,10299,400,10299
Feature,True,32,Polygon,400,10399,400,10499,300,10499,300,10399,400,10399
Feature,True,33,Polygon,400,13799,400,13899,300,13899,300,13799,400,13799
Feature,True,34,Polygon,400,13899,400,13999,300,13999,300,13899,400,13899
Feature,True,35,Polygon,400,13999,400,14099,300,14099,300,13999,400,13999
Feature,True,36,Polygon,400,14099,400,14199,300,14199,300,14099,400,14099
Feature,True,37,Polygon,400,14199,400,14299,300,14299,300,14199,400,14199
Feature,True,38,Polygon,400,14299,400,14399,300,14399,300,14299,400,14299
Feature,True,39,Polygon,500,9599,500,9699,400,9699,400,9599,500,9599
Feature,True,40,Polygon,500,9699,500,9799,400,9799,400,9699,500,9699
Feature,True,41,Polygon,500,9799,500,9899,400,9899,400,9799,500,9799
Feature,True,42,Polygon,500,9899,500,9999,400,9999,400,9899,500,9899
Feature,True,43,Polygon,500,9999,500,10099,400,10099,400,9999,500,9999
Feature,True,44,Polygon,500,10099,500,10199,400,10199,400,10099,500,10099
Feature,True,45,Polygon,500,10199,500,10299,400,10299,400,10199,500,10199
Feature,True,46,Polygon,500,10299,500,10399,400,10399,400,10299,500,10299
Feature,True,47,Polygon,500,10399,500,10499,400,10499,400,10399,500,10399
Feature,True,48,Polygon,500,10499,500,10599,400,10599,400,10499,500,10499
Feature,True,49,Polygon,500,13699,500,13799,400,13799,400,13699,500,13699
Feature,True,50,Polygon,500,13799,500,13899,400,13899,400,13799,500,13799
Feature,True,51,Polygon,500,13899,500,13999,400,13999,400,13899,500,13899
Feature,True,52,Polygon,500,13999,500,14099,400,14099,400,13999,500,13999
Feature,True,53,Polygon,500,14099,500,14199,400,14199,400,14099,500,14099
Feature,True,54,Polygon,500,14199,500,14299,400,14299,400,14199,500,14199
Feature,True,55,Polygon,500,14299,500,14399,400,14399,400,14299,500,14299
Feature,True,56,Polygon,600,9499,600,9599,500,9599,500,9499,600,9499
Feature,True,57,Polygon,600,9599,600,9699,500,9699,500,9599,600,9599
Feature,True,58,Polygon,600,9699,600,9799,500,9799,500,9699,600,9699
Feature,True,59,Polygon,600,9799,600,9899,500,9899,500,9799,600,9799
Feature,True,60,Polygon,600,9899,600,9999,500,9999,500,9899,600,9899
Feature,True,61,Polygon,600,9999,600,10099,500,10099,500,9999,600,9999
Feature,True,62,Polygon,600,10099,600,10199,500,10199,500,10099,600,10099
Feature,True,63,Polygon,600,10199,600,10299,500,10299,500,10199,600,10199
Feature,True,64,Polygon,600,10299,600,10399,500,10399,500,10299,600,10299
Feature,True,65,Polygon,600,10399,600,10499,500,10499,500,10399,600,10399
Feature,True,66,Polygon,600,10499,600,10599,500,10599,500,10499,600,10499
Feature,True,67,Polygon,600,10599,600,10699,500,10699,500,10599,600,10599
Feature,True,68,Polygon,600,12899,600,12999,500,12999,500,12899,600,12899
Feature,True,69,Polygon,600,12999,600,13099,500,13099,500,12999,600,12999
Feature,True,70,Polygon,600,13099,600,13199,500,13199,500,13099,600,13099
Feature,True,71,Polygon,600,13799,600,13899,500,13899,500,13799,600,13799
Feature,True,72,Polygon,600,13899,600,13999,500,13999,500,13899,600,13899
Feature,True,73,Polygon,600,13999,600,14099,500,14099,500,13999,600,13999
Feature,True,74,Polygon,600,14099,600,14199,500,14199,500,14099,600,14099
Feature,True,75,Polygon,600,14199,600,14299,500,14299,500,14199,600,14199
Feature,True,76,Polygon,600,14299,600,14399,500,14399,500,14299,600,14299
Feature,True,77,Polygon,600,14399,600,14499,500,14499,500,14399,600,14399
Feature,True,78,Polygon,600,14499,600,14599,500,14599,500,14499,600,14499
Feature,True,79,Polygon,700,9299,700,9399,600,9399,600,9299,700,9299
Feature,True,80,Polygon,700,9399,700,9499,600,9499,600,9399,700,9399
Feature,True,81,Polygon,700,9499,700,9599,600,9599,600,9499,700,9499
Feature,True,82,Polygon,700,9599,700,9699,600,9699,600,9599,700,9599
Feature,True,83,Polygon,700,9699,700,9799,600,9799,600,9699,700,9699
Feature,True,84,Polygon,700,9799,700,9899,600,9899,600,9799,700,9799
Feature,True,85,Polygon,700,9899,700,9999,600,9999,600,9899,700,9899
Feature,True,86,Polygon,700,9999,700,10099,600,10099,600,9999,700,9999
Feature,True,87,Polygon,700,10099,700,10199,600,10199,600,10099,700,10099
Feature,True,88,Polygon,700,10199,700,10299,600,10299,600,10199,700,10199
Feature,True,89,Polygon,700,10299,700,10399,600,10399,600,10299,700,10299
Feature,True,90,Polygon,700,10399,700,10499,600,10499,600,10399,700,10399
Feature,True,91,Polygon,700,10499,700,10599,600,10599,600,10499,700,10499
Feature,True,92,Polygon,700,10599,700,10699,600,10699,600,10599,700,10599
Feature,True,93,Polygon,700,10699,700,10799,600,10799,600,10699,700,10699
Feature,True,94,Polygon,700,12899,700,12999,600,12999,600,12899,700,12899
Feature,True,95,Polygon,700,12999,700,13099,600,13099,600,12999,700,12999
Feature,True,96,Polygon,700,13099,700,13199,600,13199,600,13099,700,13099
Feature,True,97,Polygon,700,13199,700,13299,600,13299,600,13199,700,13199
Feature,True,98,Polygon,700,13699,700,13799,600,13799,600,13699,700,13699
Feature,True,99,Polygon,700,13799,700,13899,600,13899,600,13799,700,13799
Feature,True,100,Polygon,700,13899,700,13999,600,13999,600,13899,700,13899
Feature,True,101,Polygon,700,13999,700,14099,600,14099,600,13999,700,13999
Feature,True,102,Polygon,700,14099,700,14199,600,14199,600,14099,700,14099
Feature,True,103,Polygon,700,14199,700,14299,600,14299,600,14199,700,14199
Feature,True,104,Polygon,700,14299,700,14399,600,14399,600,14299,700,14299
Feature,True,105,Polygon,700,14399,700,14499,600,14499,600,14399,700,14399
Feature,True,106,Polygon,700,14499,700,14599,600,14599,600,14499,700,14499
Feature,True,107,Polygon,800,9099,800,9199,700,9199,700,9099,800,9099
Feature,True,108,Polygon,800,9199,800,9299,700,9299,700,9199,800,9199
Feature,True,109,Polygon,800,9299,800,9399,700,9399,700,9299,800,9299
Feature,True,110,Polygon,800,9399,800,9499,700,9499,700,9399,800,9399
Feature,True,111,Polygon,800,9499,800,9599,700,9599,700,9499,800,9499
Feature,True,112,Polygon,800,9599,800,9699,700,9699,700,9599,800,9599
Feature,True,113,Polygon,800,9699,800,9799,700,9799,700,9699,800,9699
Feature,True,114,Polygon,800,9799,800,9899,700,9899,700,9799,800,9799
Feature,True,115,Polygon,800,9899,800,9999,700,9999,700,9899,800,9899
Feature,True,116,Polygon,800,9999,800,10099,700,10099,700,9999,800,9999
Feature,True,117,Polygon,800,10099,800,10199,700,10199,700,10099,800,10099
Feature,True,118,Polygon,800,10199,800,10299,700,10299,700,10199,800,10199
Feature,True,119,Polygon,800,10299,800,10399,700,10399,700,10299,800,10299
Feature,True,120,Polygon,800,10399,800,10499,700,10499,700,10399,800,10399
Feature,True,121,Polygon,800,10499,800,10599,700,10599,700,10499,800,10499
Feature,True,122,Polygon,800,10599,800,10699,700,10699,700,10599,800,10599
Feature,True,123,Polygon,800,10699,800,10799,700,10799,700,10699,800,10699
Feature,True,124,Polygon,800,10799,800,10899,700,10899,700,10799,800,10799
Feature,True,125,Polygon,800,10899,800,10999,700,10999,700,10899,800,10899
Feature,True,126,Polygon,800,12999,800,13099,700,13099,700,12999,800,12999
Feature,True,127,Polygon,800,13099,800,13199,700,13199,700,13099,800,13099
Feature,True,128,Polygon,800,13199,800,13299,700,13299,700,13199,800,13199
Feature,True,129,Polygon,800,13299,800,13399,700,13399,700,13299,800,13299
Feature,True,130,Polygon,800,13699,800,13799,700,13799,700,13699,800,13699
Feature,True,131,Polygon,800,13799,800,13899,700,13899,700,13799,800,13799
Feature,True,132,Polygon,800,13899,800,13999,700,13999,700,13899,800,13899
Feature,True,133,Polygon,800,13999,800,14099,700,14099,700,13999,800,13999
Feature,True,134,Polygon,800,14099,800,14199,700,14199,700,14099,800,14099
Feature,True,135,Polygon,800,14199,800,14299,700,14299,700,14199,800,14199
Feature,True,136,Polygon,800,14299,800,14399,700,14399,700,14299,800,14299
Feature,True,137,Polygon,800,14399,800,14499,700,14499,700,14399,800,14399
Feature,True,138,Polygon,800,14499,800,14599,700,14599,700,14499,800,14499
Feature,True,139,Polygon,800,14599,800,14699,700,14699,700,14599,800,14599
Feature,True,140,Polygon,900,3699,900,3799,800,3799,800,3699,900,3699
Feature,True,141,Polygon,900,3799,900,3899,800,3899,800,3799,900,3799
Feature,True,142,Polygon,900,3899,900,3999,800,3999,800,3899,900,3899
Feature,True,143,Polygon,900,8999,900,9099,800,9099,800,8999,900,8999
Feature,True,144,Polygon,900,9099,900,9199,800,9199,800,9099,900,9099
Feature,True,145,Polygon,900,9199,900,9299,800,9299,800,9199,900,9199
Feature,True,146,Polygon,900,9299,900,9399,800,9399,800,9299,900,9299
Feature,True,147,Polygon,900,9399,900,9499,800,9499,800,9399,900,9399
Feature,True,148,Polygon,900,9499,900,9599,800,9599,800,9499,900,9499
Feature,True,149,Polygon,900,9599,900,9699,800,9699,800,9599,900,9599
Feature,True,150,Polygon,900,9699,900,9799,800,9799,800,9699,900,9699
Feature,True,151,Polygon,900,9799,900,9899,800,9899,800,9799,900,9799
Feature,True,152,Polygon,900,9899,900,9999,800,9999,800,9899,900,9899
Feature,True,153,Polygon,900,9999,900,10099,800,10099,800,9999,900,9999
Feature,True,154,Polygon,900,10099,900,10199,800,10199,800,10099,900,10099
Feature,True,155,Polygon,900,10199,900,10299,800,10299,800,10199,900,10199
Feature,True,156,Polygon,900,10299,900,10399,800,10399,800,10299,900,10299
Feature,True,157,Polygon,900,10399,900,10499,800,10499,800,10399,900,10399
Feature,True,158,Polygon,900,10499,900,10599,800,10599,800,10499,900,10499
Feature,True,159,Polygon,900,10599,900,10699,800,10699,800,10599,900,10599
Feature,True,160,Polygon,900,10699,900,10799,800,10799,800,10699,900,10699
Feature,True,161,Polygon,900,10799,900,10899,800,10899,800,10799,900,10799
Feature,True,162,Polygon,900,10899,900,10999,800,10999,800,10899,900,10899
Feature,True,163,Polygon,900,10999,900,11099,800,11099,800,10999,900,10999
Feature,True,164,Polygon,900,12999,900,13099,800,13099,800,12999,900,12999
Feature,True,165,Polygon,900,13099,900,13199,800,13199,800,13099,900,13099
Feature,True,166,Polygon,900,13199,900,13299,800,13299,800,13199,900,13199
Feature,True,167,Polygon,900,13299,900,13399,800,13399,800,13299,900,13299
Feature,True,168,Polygon,900,13399,900,13499,800,13499,800,13399,900,13399
Feature,True,169,Polygon,900,13499,900,13599,800,13599,800,13499,900,13499
Feature,True,170,Polygon,900,13599,900,13699,800,13699,800,13599,900,13599
Feature,True,171,Polygon,900,13699,900,13799,800,13799,800,13699,900,13699
Feature,True,172,Polygon,900,13799,900,13899,800,13899,800,13799,900,13799
Feature,True,173,Polygon,900,13899,900,13999,800,13999,800,13899,900,13899
Feature,True,174,Polygon,900,13999,900,14099,800,14099,800,13999,900,13999
Feature,True,175,Polygon,900,14099,900,14199,800,14199,800,14099,900,14099
Feature,True,176,Polygon,900,14199,900,14299,800,14299,800,14199,900,14199
Feature,True,177,Polygon,900,14299,900,14399,800,14399,800,14299,900,14299
Feature,True,178,Polygon,900,14399,900,14499,800,14499,800,14399,900,14399
Feature,True,179,Polygon,900,14499,900,14599,800,14599,800,14499,900,14499
Feature,True,180,Polygon,900,14599,900,14699,800,14699,800,14599,900,14599
Feature,True,181,Polygon,900,14699,900,14799,800,14799,800,14699,900,14699
Feature,True,182,Polygon,900,14799,900,14899,800,14899,800,14799,900,14799
Feature,True,183,Polygon,1000,3599,1000,3699,900,3699,900,3599,1000,3599
Feature,True,184,Polygon,1000,3699,1000,3799,900,3799,900,3699,1000,3699
Feature,True,185,Polygon,1000,3799,1000,3899,900,3899,900,3799,1000,3799
Feature,True,186,Polygon,1000,3899,1000,3999,900,3999,900,3899,1000,3899
Feature,True,187,Polygon,1000,3999,1000,4099,900,4099,900,3999,1000,3999
Feature,True,188,Polygon,1000,4099,1000,4199,900,4199,900,4099,1000,4099
Feature,True,189,Polygon,1000,4199,1000,4299,900,4299,900,4199,1000,4199
Feature,True,190,Polygon,1000,4299,1000,4399,900,4399,900,4299,1000,4299
Feature,True,191,Polygon,1000,4599,1000,4699,900,4699,900,4599,1000,4599
Feature,True,192,Polygon,1000,4699,1000,4799,900,4799,900,4699,1000,4699
Feature,True,193,Polygon,1000,4799,1000,4899,900,4899,900,4799,1000,4799
Feature,True,194,Polygon,1000,8899,1000,8999,900,8999,900,8899,1000,8899
Feature,True,195,Polygon,1000,8999,1000,9099,900,9099,900,8999,1000,8999
Feature,True,196,Polygon,1000,9099,1000,9199,900,9199,900,9099,1000,9099
Feature,True,197,Polygon,1000,9199,1000,9299,900,9299,900,9199,1000,9199
Feature,True,198,Polygon,1000,9299,1000,9399,900,9399,900,9299,1000,9299
Feature,True,199,Polygon,1000,9399,1000,9499,900,9499,900,9399,1000,9399
Feature,True,200,Polygon,1000,9499,1000,9599,900,9599,900,9499,1000,9499
Feature,True,201,Polygon,1000,9599,1000,9699,900,9699,900,9599,1000,9599
Feature,True,202,Polygon,1000,9699,1000,9799,900,9799,900,9699,1000,9699
Feature,True,203,Polygon,1000,9799,1000,9899,900,9899,900,9799,1000,9799
Feature,True,204,Polygon,1000,9899,1000,9999,900,9999,900,9899,1000,9899
Feature,True,205,Polygon,1000,9999,1000,10099,900,10099,900,9999,1000,9999
Feature,True,206,Polygon,1000,10099,1000,10199,900,10199,900,10099,1000,10099
Feature,True,207,Polygon,1000,10199,1000,10299,900,10299,900,10199,1000,10199
Feature,True,208,Polygon,1000,10299,1000,10399,900,10399,900,10299,1000,10299
Feature,True,209,Polygon,1000,10399,1000,10499,900,10499,900,10399,1000,10399
Feature,True,210,Polygon,1000,10499,1000,10599,900,10599,900,10499,1000,10499
Feature,True,211,Polygon,1000,10599,1000,10699,900,10699,900,10599,1000,10599
Feature,True,212,Polygon,1000,10699,1000,10799,900,10799,900,10699,1000,10699
Feature,True,213,Polygon,1000,10799,1000,10899,900,10899,900,10799,1000,10799
Feature,True,214,Polygon,1000,10899,1000,10999,900,10999,900,10899,1000,10899
Feature,True,215,Polygon,1000,10999,1000,11099,900,11099,900,10999,1000,10999
Feature,True,216,Polygon,1000,11099,1000,11199,900,11199,900,11099,1000,11099
Feature,True,217,Polygon,1000,11199,1000,11299,900,11299,900,11199,1000,11199
Feature,True,218,Polygon,1000,12899,1000,12999,900,12999,900,12899,1000,12899
Feature,True,219,Polygon,1000,12999,1000,13099,900,13099,900,12999,1000,12999
Feature,True,220,Polygon,1000,13099,1000,13199,900,13199,900,13099,1000,13099
Feature,True,221,Polygon,1000,13199,1000,13299,900,13299,900,13199,1000,13199
Feature,True,222,Polygon,1000,13299,1000,13399,900,13399,900,13299,1000,13299
Feature,True,223,Polygon,1000,13399,1000,13499,900,13499,900,13399,1000,13399
Feature,True,224,Polygon,1000,13499,1000,13599,900,13599,900,13499,1000,13499
Feature,True,225,Polygon,1000,13599,1000,13699,900,13699,900,13599,1000,13599
Feature,True,226,Polygon,1000,13699,1000,13799,900,13799,900,13699,1000,13699
Feature,True,227,Polygon,1000,13799,1000,13899,900,13899,900,13799,1000,13799
Feature,True,228,Polygon,1000,13899,1000,13999,900,13999,900,13899,1000,13899
Feature,True,229,Polygon,1000,13999,1000,14099,900,14099,900,13999,1000,13999
Feature,True,230,Polygon,1000,14099,1000,14199,900,14199,900,14099,1000,14099
Feature,True,231,Polygon,1000,14199,1000,14299,900,14299,900,14199,1000,14199
Feature,True,232,Polygon,1000,14299,1000,14399,900,14399,900,14299,1000,14299
Feature,True,233,Polygon,1000,14399,1000,14499,900,14499,900,14399,1000,14399
Feature,True,234,Polygon,1000,14499,1000,14599,900,14599,900,14499,1000,14499
Feature,True,235,Polygon,1000,14599,1000,14699,900,14699,900,14599,1000,14599
Feature,True,236,Polygon,1000,14699,1000,14799,900,14799,900,14699,1000,14699
Feature,True,237,Polygon,1000,14799,1000,14899,900,14899,900,14799,1000,14799
Feature,True,238,Polygon,1000,14899,1000,14999,900,14999,900,14899,1000,14899
Feature,True,239,Polygon,1100,3199,1100,3299,1000,3299,1000,3199,1100,3199
Feature,True,240,Polygon,1100,3299,1100,3399,1000,3399,1000,3299,1100,3299
Feature,True,241,Polygon,1100,3399,1100,3499,1000,3499,1000,3399,1100,3399
Feature,True,242,Polygon,1100,3499,1100,3599,1000,3599,1000,3499,1100,3499
Feature,True,243,Polygon,1100,3599,1100,3699,1000,3699,1000,3599,1100,3599
Feature,True,244,Polygon,1100,3699,1100,3799,1000,3799,1000,3699,1100,3699
Feature,True,245,Polygon,1100,3799,1100,3899,1000,3899,1000,3799,1100,3799
Feature,True,246,Polygon,1100,3899,1100,3999,1000,3999,1000,3899,1100,3899
Feature,True,247,Polygon,1100,3999,1100,4099,1000,4099,1000,3999,1100,3999
Feature,True,248,Polygon,1100,4099,1100,4199,1000,4199,1000,4099,1100,4099
Feature,True,249,Polygon,1100,4199,1100,4299,1000,4299,1000,4199,1100,4199
Feature,True,250,Polygon,1100,4299,1100,4399,1000,4399,1000,4299,1100,4299
Feature,True,251,Polygon,1100,4399,1100,4499,1000,4499,1000,4399,1100,4399
Feature,True,252,Polygon,1100,4499,1100,4599,1000,4599,1000,4499,1100,4499
Feature,True,253,Polygon,1100,4599,1100,4699,1000,4699,1000,4599,1100,4599
Feature,True,254,Polygon,1100,4699,1100,4799,1000,4799,1000,4699,1100,4699
Feature,True,255,Polygon,1100,4799,1100,4899,1000,4899,1000,4799,1100,4799
Feature,True,256,Polygon,1100,4899,1100,4999,1000,4999,1000,4899,1100,4899
Feature,True,257,Polygon,1100,8699,1100,8799,1000,8799,1000,8699,1100,8699
Feature,True,258,Polygon,1100,8799,1100,8899,1000,8899,1000,8799,1100,8799
Feature,True,259,Polygon,1100,8899,1100,8999,1000,8999,1000,8899,1100,8899
Feature,True,260,Polygon,1100,8999,1100,9099,1000,9099,1000,8999,1100,8999
Feature,True,261,Polygon,1100,9099,1100,9199,1000,9199,1000,9099,1100,9099
Feature,True,262,Polygon,1100,9199,1100,9299,1000,9299,1000,9199,1100,9199
Feature,True,263,Polygon,1100,9299,1100,9399,1000,9399,1000,9299,1100,9299
Feature,True,264,Polygon,1100,9399,1100,9499,1000,9499,1000,9399,1100,9399
Feature,True,265,Polygon,1100,9499,1100,9599,1000,9599,1000,9499,1100,9499
Feature,True,266,Polygon,1100,9599,1100,9699,1000,9699,1000,9599,1100,9599
Feature,True,267,Polygon,1100,9699,1100,9799,1000,9799,1000,9699,1100,9699
Feature,True,268,Polygon,1100,9799,1100,9899,1000,9899,1000,9799,1100,9799
Feature,True,269,Polygon,1100,9899,1100,9999,1000,9999,1000,9899,1100,9899
Feature,True,270,Polygon,1100,9999,1100,10099,1000,10099,1000,9999,1100,9999
Feature,True,271,Polygon,1100,10099,1100,10199,1000,10199,1000,10099,1100,10099
Feature,True,272,Polygon,1100,10199,1100,10299,1000,10299,1000,10199,1100,10199
Feature,True,273,Polygon,1100,10299,1100,10399,1000,10399,1000,10299,1100,10299
Feature,True,274,Polygon,1100,10399,1100,10499,1000,10499,1000,10399,1100,10399
Feature,True,275,Polygon,1100,10499,1100,10599,1000,10599,1000,10499,1100,10499
Feature,True,276,Polygon,1100,10599,1100,10699,1000,10699,1000,10599,1100,10599
Feature,True,277,Polygon,1100,10699,1100,10799,1000,10799,1000,10699,1100,10699
Feature,True,278,Polygon,1100,10799,1100,10899,1000,10899,1000,10799,1100,10799
Feature,True,279,Polygon,1100,10899,1100,10999,1000,10999,1000,10899,1100,10899
Feature,True,280,Polygon,1100,10999,1100,11099,1000,11099,1000,10999,1100,10999
Feature,True,281,Polygon,1100,11099,1100,11199,1000,11199,1000,11099,1100,11099
Feature,True,282,Polygon,1100,11199,1100,11299,1000,11299,1000,11199,1100,11199
Feature,True,283,Polygon,1100,11299,1100,11399,1000,11399,1000,11299,1100,11299
Feature,True,284,Polygon,1100,11399,1100,11499,1000,11499,1000,11399,1100,11399
Feature,True,285,Polygon,1100,11499,1100,11599,1000,11599,1000,11499,1100,11499
Feature,True,286,Polygon,1100,12799,1100,12899,1000,12899,1000,12799,1100,12799
Feature,True,287,Polygon,1100,12899,1100,12999,1000,12999,1000,12899,1100,12899
Feature,True,288,Polygon,1100,12999,1100,13099,1000,13099,1000,12999,1100,12999
Feature,True,289,Polygon,1100,13099,1100,13199,1000,13199,1000,13099,1100,13099
Feature,True,290,Polygon,1100,13199,1100,13299,1000,13299,1000,13199,1100,13199
Feature,True,291,Polygon,1100,13299,1100,13399,1000,13399,1000,13299,1100,13299
Feature,True,292,Polygon,1100,13399,1100,13499,1000,13499,1000,13399,1100,13399
Feature,True,293,Polygon,1100,13499,1100,13599,1000,13599,1000,13499,1100,13499
Feature,True,294,Polygon,1100,13599,1100,13699,1000,13699,1000,13599,1100,13599
Feature,True,295,Polygon,1100,13699,1100,13799,1000,13799,1000,13699,1100,13699
Feature,True,296,Polygon,1100,13799,1100,13899,1000,13899,1000,13799,1100,13799
Feature,True,297,Polygon,1100,13899,1100,13999,1000,13999,1000,13899,1100,13899
Feature,True,298,Polygon,1100,13999,1100,14099,1000,14099,1000,13999,1100,13999
Feature,True,299,Polygon,1100,14099,1100,14199,1000,14199,1000,14099,1100,14099
Feature,True,300,Polygon,1100,14199,1100,14299,1000,14299,1000,14199,1100,14199
Feature,True,301,Polygon,1100,14299,1100,14399,1000,14399,1000,14299,1100,14299
Feature,True,302,Polygon,1100,14399,1100,14499,1000,14499,1000,14399,1100,14399
Feature,True,303,Polygon,1100,14499,1100,14599,1000,14599,1000,14499,1100,14499
Feature,True,304,Polygon,1100,14599,1100,14699,1000,14699,1000,14599,1100,14599
Feature,True,305,Polygon,1100,14699,1100,14799,1000,14799,1000,14699,1100,14699
Feature,True,306,Polygon,1100,14799,1100,14899,1000,14899,1000,14799,1100,14799
Feature,True,307,Polygon,1100,14899,1100,14999,1000,14999,1000,14899,1100,14899
Feature,True,308,Polygon,1200,3099,1200,3199,1100,3199,1100,3099,1200,3099
Feature,True,309,Polygon,1200,3199,1200,3299,1100,3299,1100,3199,1200,3199
Feature,True,310,Polygon,1200,3299,1200,3399,1100,3399,1100,3299,1200,3299
Feature,True,311,Polygon,1200,3399,1200,3499,1100,3499,1100,3399,1200,3399
Feature,True,312,Polygon,1200,3499,1200,3599,1100,3599,1100,3499,1200,3499
Feature,True,313,Polygon,1200,3599,1200,3699,1100,3699,1100,3599,1200,3599
Feature,True,314,Polygon,1200,3699,1200,3799,1100,3799,1100,3699,1200,3699
Feature,True,315,Polygon,1200,3799,1200,3899,1100,3899,1100,3799,1200,3799
Feature,True,316,Polygon,1200,3899,1200,3999,1100,3999,1100,3899,1200,3899
Feature,True,317,Polygon,1200,3999,1200,4099,1100,4099,1100,3999,1200,3999
Feature,True,318,Polygon,1200,4099,1200,4199,1100,4199,1100,4099,1200,4099
Feature,True,319,Polygon,1200,4199,1200,4299,1100,4299,1100,4199,1200,4199
Feature,True,320,Polygon,1200,4299,1200,4399,1100,4399,1100,4299,1200,4299
Feature,True,321,Polygon,1200,4399,1200,4499,1100,4499,1100,4399,1200,4399
Feature,True,322,Polygon,1200,4499,1200,4599,1100,4599,1100,4499,1200,4499
Feature,True,323,Polygon,1200,4599,1200,4699,1100,4699,1100,4599,1200,4599
Feature,True,324,Polygon,1200,4699,1200,4799,1100,4799,1100,4699,1200,4699
Feature,True,325,Polygon,1200,4799,1200,4899,1100,4899,1100,4799,1200,4799
Feature,True,326,Polygon,1200,4899,1200,4999,1100,4999,1100,4899,1200,4899
Feature,True,327,Polygon,1200,4999,1200,5099,1100,5099,1100,4999,1200,4999
Feature,True,328,Polygon,1200,5099,1200,5199,1100,5199,1100,5099,1200,5099
Feature,True,329,Polygon,1200,8099,1200,8199,1100,8199,1100,8099,1200,8099
Feature,True,330,Polygon,1200,8199,1200,8299,1100,8299,1100,8199,1200,8199
Feature,True,331,Polygon,1200,8299,1200,8399,1100,8399,1100,8299,1200,8299
Feature,True,332,Polygon,1200,8399,1200,8499,1100,8499,1100,8399,1200,8399
Feature,True,333,Polygon,1200,8499,1200,8599,1100,8599,1100,8499,1200,8499
Feature,True,334,Polygon,1200,8599,1200,8699,1100,8699,1100,8599,1200,8599
Feature,True,335,Polygon,1200,8699,1200,8799,1100,8799,1100,8699,1200,8699
Feature,True,336,Polygon,1200,8799,1200,8899,1100,8899,1100,8799,1200,8799
Feature,True,337,Polygon,1200,8899,1200,8999,1100,8999,1100,8899,1200,8899
Feature,True,338,Polygon,1200,8999,1200,9099,1100,9099,1100,8999,1200,8999
Feature,True,339,Polygon,1200,9099,1200,9199,1100,9199,1100,9099,1200,9099
Feature,True,340,Polygon,1200,9199,1200,9299,1100,9299,1100,9199,1200,9199
Feature,True,341,Polygon,1200,9299,1200,9399,1100,9399,1100,9299,1200,9299
Feature,True,342,Polygon,1200,9399,1200,9499,1100,9499,1100,9399,1200,9399
Feature,True,343,Polygon,1200,9499,1200,9599,1100,9599,1100,9499,1200,9499
Feature,True,344,Polygon,1200,9599,1200,9699,1100,9699,1100,9599,1200,9599
Feature,True,345,Polygon,1200,9699,1200,9799,1100,9799,1100,9699,1200,9699
Feature,True,346,Polygon,1200,9799,1200,9899,1100,9899,1100,9799,1200,9799
