x,y,neighborhood_id,HI_bar,X_i,omega_i
23,39,0,0.000000,0,0.730000
23,41,0,0.000000,0,0.730000
23,42,0,0.000000,0,0.730000
23,43,0,0.000000,0,0.730000
23,44,0,0.000000,0,0.730000
23,45,0,0.000000,0,0.730000
23,46,0,0.000000,0,0.730000
23,49,0,0.000000,0,0.730000
23,50,0,0.000000,0,0.730000
23,51,0,0.000000,0,0.730000
23,52,0,0.000000,0,0.730000
23,53,0,0.000000,0,0.730000
23,54,0,0.000000,0,0.730000
23,55,0,0.000000,0,0.730000
23,56,0,0.000000,0,0.730000
23,60,0,0.000000,0,0.730000
23,61,0,0.000000,0,0.730000
23,62,0,0.000000,0,0.730000
23,63,0,0.000000,0,0.730000
23,64,0,0.000000,0,0.730000
23,65,0,0.000000,0,0.730000
23,67,0,0.000000,0,0.730000
23,69,0,0.000000,0,0.730000
23,70,0,0.000000,0,0.730000
23,71,0,0.000000,0,0.730000
23,72,0,0.000000,0,0.730000
23,76,0,0.000000,0,0.730000
23,78,0,0.000000,0,0.730000
23,80,0,0.000000,0,0.730000
23,81,0,0.000000,0,0.730000
23,83,0,0.000000,0,0.730000
23,85,0,0.000000,0,0.730000
23,86,0,0.000000,0,0.730000
23,87,0,0.000000,0,0.730000
23,88,0,0.000000,0,0.730000
23,91,0,0.000000,0,0.730000
23,92,0,0.000000,0,0.730000
23,93,0,0.000000,0,0.730000
23,94,0,0.000000,0,0.730000
23,95,0,0.000000,0,0.730000
23,96,0,0.000000,0,0.730000
23,97,0,0.000000,0,0.730000
23,98,0,0.000000,0,0.730000
23,99,0,0.000000,0,0.730000
23,101,0,0.000000,0,0.730000
23,103,0,0.000000,0,0.730000
23,106,0,0.000000,0,0.730000
23,107,0,0.000000,0,0.730000
23,108,0,0.000000,0,0.730000
23,109,0,0.000000,0,0.730000
23,111,0,0.000000,0,0.730000
23,112,0,0.000000,0,0.730000
23,113,0,0.000000,0,0.730000
23,114,0,0.000000,0,0.730000
23,115,0,0.000000,0,0.730000
23,117,0,0.000000,0,0.730000
23,119,0,0.000000,0,0.730000
23,121,0,0.000000,0,0.730000
23,122,0,0.000000,0,0.730000
23,123,0,0.000000,0,0.730000
23,125,6,0.274750,0,0.730000
23,127,6,0.274750,0,0.730000
23,128,6,0.274750,0,0.730000
23,130,0,0.000000,0,0.730000
23,132,7,0.258833,1,1.000000
23,134,7,0.258833,0,0.730000
23,135,7,0.258833,0,0.730000
23,136,7,0.258833,0,0.730000
23,137,7,0.258833,1,1.000000
23,139,7,0.258833,1,1.000000
23,140,7,0.258833,1,1.000000
23,143,0,0.000000,0,0.730000
23,144,0,0.000000,0,0.730000
23,145,0,0.000000,0,0.730000
23,146,0,0.000000,0,0.730000
23,147,0,0.000000,0,0.730000
23,148,0,0.000000,0,0.730000
23,150,0,0.000000,0,0.730000
23,151,0,0.000000,0,0.730000
23,154,0,0.000000,0,0.730000
23,155,0,0.000000,0,0.730000
23,157,0,0.000000,0,0.730000
23,158,0,0.000000,0,0.730000
23,160,0,0.000000,0,0.730000
23,163,0,0.000000,0,0.730000
23,165,0,0.000000,0,0.730000
24,28,0,0.000000,0,0.730000
24,29,0,0.000000,0,0.730000
24,33,0,0.000000,0,0.730000
24,34,0,0.000000,0,0.730000
24,35,0,0.000000,0,0.730000
24,36,0,0.000000,0,0.730000
24,38,0,0.000000,0,0.730000
24,39,0,0.000000,0,0.730000
24,45,0,0.000000,0,0.730000
24,46,0,0.000000,0,0.730000
