tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99996,0,4,0,0
2,100000,99951,45,4,0,0
3,100000,99911,85,4,0,0
4,100000,99881,115,4,0,0
5,100000,99848,148,4,0,0
6,100000,99819,132,49,0,45
7,100000,99784,127,89,0,40
8,100000,99751,130,115,4,30
9,100000,99720,128,148,4,33
10,100000,99679,140,177,4,29
11,100000,99655,129,212,4,35
12,100000,99625,126,245,4,33
13,100000,99599,121,231,49,31
14,100000,99562,117,232,89,41
15,100000,99527,128,226,119,24
16,100000,99496,129,223,152,30
17,100000,99462,137,220,181,26
18,100000,99441,121,222,216,37
19,100000,99408,119,224,249,35
20,100000,99375,121,224,280,31
21,100000,99343,119,217,321,34
22,100000,99308,133,214,345,21
23,100000,99272,136,217,375,33
24,100000,99236,139,224,401,33
25,100000,99213,130,219,438,32
26,100000,99181,127,219,473,35
27,100000,99150,122,224,504,36
28,100000,99129,107,226,538,36
29,100000,99101,112,228,559,23
30,100000,99067,114,227,592,32
31,100000,99035,115,225,625,31
32,100000,99005,124,214,657,21
33,100000,98972,129,207,692,28
34,100000,98944,123,205,728,34
35,100000,98916,119,201,764,32
36,100000,98888,117,208,787,30
37,100000,98863,109,209,819,33
38,100000,98827,117,206,850,28
39,100000,98794,122,213,871,28
40,100000,98762,126,213,899,28
41,100000,98734,129,204,933,25
42,100000,98698,129,208,965,36
43,100000,98671,123,211,995,33
44,100000,98639,123,210,1028,32
45,100000,98615,119,210,1056,28
46,100000,98584,114,218,1084,36
47,100000,98547,124,217,1112,27
48,100000,98515,124,224,1137,32
49,100000,98476,139,212,1173,24
50,100000,98445,139,210,1206,31
51,100000,98414,133,215,1238,37
52,100000,98387,128,219,1266,32
53,100000,98355,121,222,1302,39
54,100000,98323,122,226,1329,31
55,100000,98291,123,225,1361,31
56,100000,98249,138,228,1385,27
57,100000,98219,136,229,1416,32
58,100000,98185,138,224,1453,32
59,100000,98147,144,224,1485,32
60,100000,98115,134,227,1524,42
61,100000,98081,138,226,1555,30
62,100000,98050,135,229,1586,34
63,100000,98020,127,240,1613,38
64,100000,97989,126,240,1645,32
65,100000,97960,121,242,1677,34
66,100000,97930,120,241,1709,31
67,100000,97894,126,229,1751,30
68,100000,97863,126,230,1781,31
69,100000,97828,132,225,1815,29
70,100000,97809,121,217,1853,30
71,100000,97780,114,221,1885,36
72,100000,97748,115,218,1919,31
73,100000,97720,108,222,1950,35
74,100000,97689,120,211,1980,19
75,100000,97658,122,209,2011,29
76,100000,97629,119,212,2040,32
77,100000,97590,130,210,2070,28
78,100000,97555,134,205,2106,31
79,100000,97528,130,205,2137,31
80,100000,97492,137,199,2172,29
81,100000,97466,124,219,2191,39
82,100000,97434,121,225,2220,35
83,100000,97398,130,220,2252,27
84,100000,97365,127,228,2280,36
85,100000,97338,128,223,2311,26
86,100000,97303,131,224,2342,32
87,100000,97273,125,231,2371,36
88,100000,97239,126,225,2410,33
89,100000,97204,134,217,2445,27
90,100000,97165,138,225,2472,35
91,100000,97133,140,219,2508,30
92,100000,97112,127,227,2534,34
93,100000,97083,121,230,2566,35
94,100000,97051,114,233,2602,39
95,100000,97021,112,232,2635,32
96,100000,96998,114,226,2662,21
97,100000,96970,113,220,2697,29
98,100000,96938,113,222,2727,32
99,100000,96905,116,218,2761,30
100,100000,96871,127,206,2796,23
101,100000,96838,132,195,2835,28
102,100000,96809,129,195,2867,32
103,100000,96788,117,207,2888,33
104,100000,96761,110,212,2917,34
105,100000,96730,108,213,2949,33
106,100000,96703,106,212,2979,29
107,100000,96657,131,210,3002,21
108,100000,96628,133,209,3030,27
109,100000,96602,128,208,3062,31
110,100000,96572,131,202,3095,27
111,100000,96547,110,214,3129,46
112,100000,96517,111,210,3162,29
113,100000,96489,113,207,3191,26
114,100000,96459,113,216,3212,30
115,100000,96439,108,214,3239,25
116,100000,96408,109,213,3270,30
117,100000,96379,110,214,3297,28
118,100000,96343,116,198,3343,30
119,100000,96302,137,189,3372,20
120,100000,96268,140,194,3398,31
121,100000,96235,144,193,3428,29
122,100000,96217,126,204,3453,36
123,100000,96183,119,215,3483,41
124,100000,96153,115,221,3511,34
125,100000,96131,104,224,3541,33
126,100000,96104,113,222,3561,18
127,100000,96074,109,225,3592,34
128,100000,96044,109,226,3621,30
129,100000,96009,122,212,3657,22
130,100000,95973,131,198,3698,27
131,100000,95936,138,194,3732,30
132,100000,95896,148,191,3765,30
133,100000,95875,134,208,3783,35
134,100000,95843,130,210,3817,36
135,100000,95809,127,217,3847,37
136,100000,95786,110,235,3869,40
137,100000,95762,113,229,3896,21
138,100000,95727,116,231,3926,32
139,100000,95700,109,235,3956,34
140,100000,95671,115,223,3991,23
141,100000,95651,111,211,4027,24
142,100000,95623,104,209,4064,35
143,100000,95588,112,196,4104,27
144,100000,95562,109,204,4125,29
145,100000,95532,119,192,4157,20
146,100000,95503,120,186,4191,28
147,100000,95474,114,198,4214,35
148,100000,95448,114,200,4238,26
149,100000,95422,110,195,4273,30
150,100000,95391,112,197,4300,29
151,100000,95370,104,197,4329,29
152,100000,95355,93,203,4349,26
153,100000,95329,93,201,4377,26
154,100000,95298,93,197,4412,31
155,100000,95269,101,192,4438,21
156,100000,95242,113,177,4468,15
157,100000,95215,114,174,4497,26
158,100000,95184,114,176,4526,31
159,100000,95154,115,179,4552,29
160,100000,95129,113,180,4578,27
161,100000,95093,122,176,4609,27
162,100000,95071,113,186,4630,31
163,100000,95046,108,201,4645,30
164,100000,95015,114,200,4671,25
165,100000,94990,103,205,4702,36
166,100000,94965,106,198,4731,22
167,100000,94929,117,196,4758,25
168,100000,94901,114,200,4785,31
169,100000,94865,125,194,4816,25
170,100000,94838,127,189,4846,25
171,100000,94818,111,200,4871,36
172,100000,94789,112,192,4907,28
173,100000,94761,104,206,4929,36
174,100000,94726,112,208,4954,27
175,100000,94706,112,197,4985,20
176,100000,94686,103,201,5010,29
177,100000,94649,112,204,5035,28
178,100000,94607,119,203,5071,35
179,100000,94578,128,195,5099,20
180,100000,94546,140,179,5135,20
181,100000,94512,137,189,5162,37
182,100000,94486,121,211,5182,42
183,100000,94464,114,211,5211,29
184,100000,94431,115,215,5239,32
185,100000,94403,109,214,5274,34
186,100000,94377,109,220,5294,26
187,100000,94345,119,222,5314,22
188,100000,94319,112,218,5351,33
189,100000,94288,115,204,5393,28
190,100000,94264,113,201,5422,26
191,100000,94230,115,201,5454,32
192,100000,94208,111,193,5488,26
193,100000,94182,106,198,5514,31
194,100000,94150,114,200,5536,24
195,100000,94130,100,201,5569,34
196,100000,94104,104,195,5597,22
197,100000,94080,102,195,5623,26
198,100000,94056,94,195,5655,32
199,100000,94025,105,189,5681,20
200,100000,93995,109,184,5712,26
201,100000,93973,107,184,5736,24
202,100000,93943,113,174,5770,24
203,100000,93916,109,183,5792,31
204,100000,93893,102,187,5818,30
205,100000,93863,110,177,5850,22
206,100000,93827,116,187,5870,30
207,100000,93801,115,188,5896,27
208,100000,93779,114,187,5920,23
209,100000,93750,113,193,5944,30
210,100000,93727,100,198,5975,36
211,100000,93697,104,194,6005,26
212,100000,93670,109,194,6027,22
213,100000,93641,109,193,6057,29
214,100000,93611,116,189,6084,23
215,100000,93585,112,196,6107,30
216,100000,93555,115,193,6137,27
217,100000,93532,109,186,6173,29
218,100000,93503,108,190,6199,30
219,100000,93470,115,194,6221,26
220,100000,93450,105,195,6250,30
221,100000,93426,106,195,6273,23
222,100000,93400,103,194,6303,29
223,100000,93368,102,200,6330,33
224,100000,93348,102,191,6359,20
225,100000,93324,102,185,6389,24
226,100000,93295,105,185,6415,26
227,100000,93271,97,187,6445,32
228,100000,93238,110,184,6468,20
229,100000,93214,110,179,6497,24
230,100000,93185,110,175,6530,29
231,100000,93158,113,179,6550,24
232,100000,93137,101,188,6574,33
233,100000,93117,97,186,6600,24
234,100000,93096,89,183,6632,29
235,100000,93065,93,190,6652,27
236,100000,93037,100,187,6676,21
237,100000,93013,104,178,6705,20
238,100000,92989,107,175,6729,21
239,100000,92953,112,173,6762,31
240,100000,92937,100,177,6786,28
241,100000,92906,107,172,6815,24
242,100000,92881,108,169,6842,24
243,100000,92849,104,184,6863,36
244,100000,92830,107,180,6883,16
245,100000,92797,109,190,6904,31
246,100000,92768,113,184,6935,25
247,100000,92741,108,188,6963,32
248,100000,92713,117,183,6987,19
249,100000,92689,108,192,7011,33
250,100000,92660,108,185,7047,29
251,100000,92630,111,196,7063,27
252,100000,92609,104,193,7094,28
253,100000,92580,109,192,7119,24
254,100000,92559,101,189,7151,29
255,100000,92537,93,200,7170,30
256,100000,92514,95,188,7203,21
257,100000,92491,89,188,7232,29
258,100000,92467,92,182,7259,21
259,100000,92444,93,176,7287,22
260,100000,92420,94,175,7311,23
261,100000,92394,97,169,7340,23
262,100000,92371,96,163,7370,24
263,100000,92345,99,165,7391,23
264,100000,92322,98,160,7420,24
265,100000,92301,93,165,7441,26
266,100000,92276,95,166,7463,23
267,100000,92255,90,169,7486,26
268,100000,92236,86,169,7509,23
269,100000,92210,91,166,7533,21
270,100000,92185,91,168,7556,25
271,100000,92154,101,165,7580,21
272,100000,92124,112,158,7606,19
273,100000,92104,106,161,7629,26
274,100000,92083,102,160,7655,25
275,100000,92057,97,168,7678,31
276,100000,92020,104,177,7699,30
277,100000,91993,111,172,7724,20
278,100000,91973,110,172,7745,21
279,100000,91954,103,179,7764,26
280,100000,91932,88,190,7790,37
281,100000,91914,79,192,7815,27
282,100000,91890,83,181,7846,20
283,100000,91865,89,170,7876,19
284,100000,91842,90,172,7896,22
285,100000,91830,84,169,7917,18
286,100000,91812,78,167,7943,24
287,100000,91787,78,155,7980,25
288,100000,91774,68,151,8007,23
289,100000,91755,75,143,8027,12
290,100000,91730,82,142,8046,18
291,100000,91697,90,145,8068,25
292,100000,91667,107,140,8086,13
293,100000,91637,118,135,8110,19
294,100000,91604,126,135,8135,25
295,100000,91576,121,145,8158,33
296,100000,91554,113,163,8170,30
297,100000,91530,107,175,8188,30
298,100000,91505,99,183,8213,33
299,100000,91482,94,198,8226,28
300,100000,91446,108,201,8245,22
301,100000,91430,100,200,8270,24
302,100000,91400,105,192,8303,25
303,100000,91376,106,185,8333,23
304,100000,91354,92,191,8363,36
305,100000,91328,102,174,8396,16
306,100000,91304,96,176,8424,30
307,100000,91283,93,178,8446,24
308,100000,91259,95,176,8470,22
309,100000,91239,89,177,8495,26
310,100000,91213,91,178,8518,24
311,100000,91188,95,163,8554,21
312,100000,91159,100,171,8570,24
313,100000,91139,100,161,8600,20
314,100000,91105,108,163,8624,26
315,100000,91080,108,166,8646,25
316,100000,91054,105,169,8672,29
317,100000,91027,112,165,8696,20
318,100000,91008,97,178,8717,34
319,100000,90981,99,179,8741,25
320,100000,90965,89,185,8761,26
321,100000,90942,85,186,8787,27
322,100000,90921,87,180,8812,19
323,100000,90901,80,178,8841,27
324,100000,90870,95,174,8861,16
325,100000,90850,92,163,8895,23
326,100000,90828,93,159,8920,21
327,100000,90806,95,153,8946,20
328,100000,90782,88,157,8973,31
329,100000,90759,91,158,8992,20
330,100000,90731,97,153,9019,22
331,100000,90712,94,159,9035,22
332,100000,90684,98,160,9058,24
333,100000,90666,93,162,9079,23
334,100000,90638,93,170,9099,28
335,100000,90615,97,158,9130,19
336,100000,90586,98,166,9150,28
337,100000,90562,104,162,9172,18
338,100000,90532,106,168,9194,28
339,100000,90514,101,167,9218,23
340,100000,90489,97,173,9241,29
341,100000,90469,93,169,9269,24
342,100000,90444,88,180,9288,30
343,100000,90419,95,170,9316,18
344,100000,90392,97,177,9334,25
345,100000,90372,97,169,9362,20
346,100000,90345,99,171,9385,25
347,100000,90318,101,167,9414,25
348,100000,90292,100,170,9438,27
349,100000,90269,103,160,9468,20
350,100000,90242,103,169,9486,27
351,100000,90218,100,171,9511,27
352,100000,90190,102,177,9531,26
353,100000,90169,100,175,9556,23
354,100000,90143,99,177,9581,27
355,100000,90120,98,174,9608,24
356,100000,90102,88,182,9628,28
357,100000,90072,97,176,9655,21
358,100000,90041,102,175,9682,26
359,100000,90016,104,172,9708,23
360,100000,89994,108,167,9731,18
361,100000,89977,95,170,9758,30
362,100000,89960,81,177,9782,31
363,100000,89933,83,174,9810,25
364,100000,89909,85,175,9831,22
365,100000,89888,89,166,9857,17
