tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99996,0,4,0,0
2,100000,99952,44,4,0,0
3,100000,99904,92,4,0,0
4,100000,99859,137,4,0,0
5,100000,99829,167,4,0,0
6,100000,99795,157,48,0,44
7,100000,99763,141,96,0,48
8,100000,99719,140,137,4,45
9,100000,99689,140,167,4,30
10,100000,99644,151,201,4,34
11,100000,99613,150,233,4,32
12,100000,99589,130,277,4,44
13,100000,99559,130,263,48,30
14,100000,99536,108,260,96,45
15,100000,99507,106,246,141,31
16,100000,99477,112,240,171,24
17,100000,99441,118,236,205,30
18,100000,99400,136,227,237,23
19,100000,99366,141,212,281,29
20,100000,99333,144,212,311,30
21,100000,99308,133,203,356,36
22,100000,99276,124,213,387,41
23,100000,99243,123,223,411,34
24,100000,99216,117,226,441,33
25,100000,99184,124,228,464,25
26,100000,99155,121,231,493,32
27,100000,99126,117,234,523,33
28,100000,99091,125,225,559,27
29,100000,99059,125,216,600,32
30,100000,99025,130,211,634,29
31,100000,98987,139,207,667,29
32,100000,98961,130,217,692,35
33,100000,98930,129,217,724,32
34,100000,98901,124,218,757,34
35,100000,98864,123,229,784,38
36,100000,98838,123,223,816,26
37,100000,98808,122,225,845,31
38,100000,98778,123,225,874,29
39,100000,98753,111,227,909,37
40,100000,98727,111,221,941,26
41,100000,98695,113,217,975,30
42,100000,98663,115,209,1013,30
43,100000,98638,115,208,1039,25
44,100000,98608,119,203,1070,26
45,100000,98575,120,206,1099,32
46,100000,98531,132,201,1136,32
47,100000,98499,139,200,1162,25
48,100000,98473,135,200,1192,30
49,100000,98439,136,203,1222,33
50,100000,98396,135,222,1247,44
51,100000,98364,135,228,1273,32
52,100000,98329,144,222,1305,26
53,100000,98294,145,224,1337,34
54,100000,98259,137,242,1362,43
55,100000,98228,136,244,1392,32
56,100000,98185,144,246,1425,35
57,100000,98142,152,237,1469,35
58,100000,98106,153,240,1501,35
59,100000,98073,155,245,1527,31
60,100000,98042,143,254,1561,43
61,100000,98014,128,254,1604,43
62,100000,97989,117,258,1636,36
63,100000,97963,110,256,1671,33
64,100000,97924,118,252,1706,31
65,100000,97891,123,245,1741,28
66,100000,97869,120,239,1772,25
67,100000,97829,134,222,1815,26
68,100000,97807,117,218,1858,39
69,100000,97779,112,215,1894,33
70,100000,97742,127,204,1927,22
71,100000,97706,123,213,1958,40
72,100000,97671,136,207,1986,22
73,100000,97635,144,210,2011,28
74,100000,97606,136,221,2037,37
75,100000,97581,125,218,2076,36
76,100000,97546,125,220,2109,35
77,100000,97512,123,234,2131,36
78,100000,97484,122,223,2171,29
79,100000,97451,130,226,2193,25
80,100000,97423,123,233,2221,35
81,100000,97397,115,230,2258,34
82,100000,97365,119,222,2294,28
83,100000,97338,113,220,2329,33
84,100000,97313,110,212,2365,28
85,100000,97287,110,209,2394,26
86,100000,97264,101,216,2419,32
87,100000,97230,108,208,2454,27
88,100000,97205,108,199,2488,25
89,100000,97171,116,197,2516,26
90,100000,97140,124,187,2549,23
91,100000,97112,118,193,2577,34
92,100000,97081,124,192,2603,25
93,100000,97055,116,194,2635,34
94,100000,97027,113,198,2662,31
95,100000,97002,110,201,2687,28
96,100000,96974,107,206,2713,31
97,100000,96935,120,209,2736,26
98,100000,96906,121,203,2770,28
99,100000,96873,129,203,2795,25
100,100000,96846,128,197,2829,28
101,100000,96814,121,205,2860,39
102,100000,96784,122,206,2888,29
103,100000,96761,112,208,2919,33
104,100000,96731,115,209,2945,27
105,100000,96696,118,213,2973,32
106,100000,96665,119,218,2998,30
107,100000,96638,123,213,3026,23
108,100000,96606,125,204,3065,30
109,100000,96583,113,210,3094,35
110,100000,96559,106,208,3127,31
111,100000,96529,109,208,3154,27
112,100000,96505,101,208,3186,32
113,100000,96469,114,201,3216,23
114,100000,96434,125,202,3239,24
115,100000,96396,133,202,3269,30
116,100000,96364,141,191,3304,24
117,100000,96335,134,196,3335,36
118,100000,96306,128,204,3362,35
119,100000,96287,109,210,3394,38
120,100000,96260,104,219,3417,32
121,100000,96235,100,224,3441,29
122,100000,96199,107,223,3471,29
123,100000,96159,128,218,3495,19
124,100000,96131,129,209,3531,27
125,100000,96093,142,199,3566,25
126,100000,96052,147,197,3604,36
127,100000,96018,141,205,3636,40
128,100000,95977,154,204,3665,28
129,100000,95952,141,213,3694,38
