tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99996,0,4,0,0
2,100000,99948,48,4,0,0
3,100000,99904,92,4,0,0
4,100000,99858,138,4,0,0
5,100000,99825,171,4,0,0
6,100000,99790,158,52,0,48
7,100000,99755,149,96,0,44
8,100000,99724,134,138,4,46
9,100000,99696,129,171,4,33
10,100000,99661,129,206,4,35
11,100000,99623,132,241,4,35
12,100000,99595,129,272,4,31
13,100000,99554,142,252,52,28
14,100000,99527,134,243,96,35
15,100000,99496,127,235,142,38
16,100000,99466,129,230,175,28
17,100000,99431,123,236,210,41
18,100000,99393,134,228,245,27
19,100000,99366,130,228,276,31
20,100000,99322,144,230,304,30
21,100000,99288,143,230,339,35
22,100000,99256,137,230,377,38
23,100000,99215,151,229,405,27
24,100000,99187,135,232,446,44
25,100000,99146,142,239,473,34
26,100000,99116,140,240,504,32
27,100000,99086,129,251,534,41
28,100000,99055,132,244,569,28
29,100000,99031,115,247,607,41
30,100000,99008,108,250,634,30
31,100000,98970,116,236,678,30
32,100000,98939,116,233,712,31
33,100000,98909,122,225,744,24
34,100000,98869,139,207,785,23
35,100000,98841,129,217,813,38
36,100000,98816,123,207,854,31
37,100000,98796,113,207,884,30
38,100000,98758,111,217,914,40
39,100000,98730,111,214,945,28
40,100000,98700,116,215,969,25
41,100000,98664,132,212,992,20
42,100000,98633,125,212,1030,38
43,100000,98599,131,209,1061,28
44,100000,98568,132,209,1091,30
45,100000,98529,135,205,1131,36
46,100000,98501,132,208,1159,31
47,100000,98477,122,217,1184,34
48,100000,98448,120,228,1204,31
49,100000,98413,116,229,1242,39
50,100000,98385,116,229,1270,28
51,100000,98348,129,223,1300,24
52,100000,98328,120,216,1336,29
53,100000,98301,112,220,1367,35
54,100000,98278,107,214,1401,28
55,100000,98238,110,220,1432,37
56,100000,98210,118,201,1471,20
57,100000,98181,120,200,1499,27
58,100000,98153,125,199,1523,23
59,100000,98126,112,210,1552,40
60,100000,98099,111,203,1587,28
61,100000,98065,116,204,1615,29
62,100000,98034,119,195,1652,28
63,100000,98009,117,202,1672,27
64,100000,97979,120,202,1699,27
65,100000,97946,119,213,1722,34
66,100000,97903,131,204,1762,31
67,100000,97872,137,201,1790,25
68,100000,97840,139,202,1819,30
69,100000,97801,145,207,1847,33
70,100000,97767,136,223,1874,43
71,100000,97745,127,227,1901,31
72,100000,97704,136,225,1935,32
73,100000,97677,124,233,1966,39
74,100000,97648,119,242,1991,34
75,100000,97617,128,234,2021,22
76,100000,97584,120,242,2054,41
77,100000,97553,124,226,2097,27
78,100000,97525,123,224,2128,29
79,100000,97488,129,223,2160,31
80,100000,97461,123,217,2199,33
81,100000,97434,119,214,2233,31
82,100000,97407,118,220,2255,28
83,100000,97376,112,216,2296,37
84,100000,97340,121,216,2323,27
85,100000,97308,126,214,2352,27
86,100000,97276,131,210,2383,27
87,100000,97251,125,208,2416,31
88,100000,97222,118,213,2447,36
89,100000,97201,107,217,2475,32
90,100000,97169,107,212,2512,32
91,100000,97141,110,210,2539,25
