tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99996,0,4,0,0
2,100000,99933,63,4,0,0
3,100000,99907,89,4,0,0
4,100000,99859,137,4,0,0
5,100000,99826,170,4,0,0
6,100000,99788,145,67,0,63
7,100000,99755,152,93,0,26
8,100000,99725,134,137,4,48
9,100000,99702,124,170,4,33
10,100000,99675,113,208,4,38
11,100000,99640,115,241,4,33
12,100000,99598,127,271,4,30
13,100000,99561,141,231,67,23
14,100000,99534,141,232,93,27
15,100000,99485,155,219,141,35
16,100000,99448,150,228,174,42
17,100000,99419,142,227,212,37
18,100000,99379,155,221,245,27
19,100000,99340,145,240,275,49
20,100000,99305,143,254,298,37
21,100000,99273,146,256,325,29
22,100000,99239,140,261,360,40
23,100000,99207,133,258,402,39
24,100000,99186,119,256,439,35
25,100000,99156,117,261,466,32
26,100000,99118,121,246,515,34
27,100000,99087,120,241,552,32
28,100000,99049,137,233,581,21
29,100000,99027,129,223,621,30
30,100000,98994,124,222,660,38
31,100000,98960,127,218,695,31
32,100000,98921,128,224,727,38
33,100000,98892,135,212,761,22
34,100000,98861,133,213,793,33
35,100000,98821,139,226,814,34
36,100000,98782,139,235,844,39
37,100000,98750,142,226,882,29
38,100000,98708,153,226,913,31
39,100000,98665,156,228,951,40
40,100000,98635,147,245,973,39
41,100000,98613,137,244,1006,32
42,100000,98574,134,252,1040,42
43,100000,98546,119,256,1079,43
44,100000,98510,125,257,1108,30
45,100000,98480,133,248,1139,22
46,100000,98449,125,247,1179,39
47,100000,98417,129,236,1218,28
48,100000,98378,132,240,1250,36
49,100000,98351,129,228,1292,30
50,100000,98323,126,216,1335,31
51,100000,98292,125,218,1365,32
52,100000,98263,115,235,1387,39
53,100000,98227,124,223,1426,27
54,100000,98202,121,223,1454,28
55,100000,98168,124,218,1490,31
56,100000,98127,136,217,1520,29
57,100000,98097,130,222,1551,36
58,100000,98059,143,215,1583,25
59,100000,98038,130,210,1622,34
60,100000,98000,127,224,1649,41
61,100000,97971,126,226,1677,30
62,100000,97940,119,233,1708,38
63,100000,97895,143,225,1737,21
64,100000,97866,134,227,1773,38
65,100000,97824,147,231,1798,29
66,100000,97791,149,228,1832,31
67,100000,97763,132,232,1873,45
68,100000,97731,135,231,1903,29
69,100000,97710,114,235,1941,42
70,100000,97683,108,247,1962,33
71,100000,97655,108,237,2000,28
72,100000,97622,109,240,2029,32
73,100000,97592,118,230,2060,21
74,100000,97564,119,212,2105,27
75,100000,97546,109,211,2134,28
76,100000,97507,115,202,2176,33
77,100000,97480,112,199,2209,30
78,100000,97459,105,199,2237,28
79,100000,97431,115,185,2269,18
80,100000,97401,106,203,2290,39
81,100000,97367,113,203,2317,27
82,100000,97325,134,196,2345,21
83,100000,97294,137,191,2378,28
84,100000,97255,146,191,2408,30
85,100000,97227,140,197,2436,34
86,100000,97205,120,221,2454,42
87,100000,97172,122,213,2493,31
88,100000,97139,116,225,2520,39
89,100000,97117,110,232,2541,28
90,100000,97079,126,226,2569,22
91,100000,97051,121,229,2599,33
92,100000,97025,114,228,2633,33
93,100000,96998,119,208,2675,22
94,100000,96966,113,215,2706,38
95,100000,96934,117,204,2745,28
96,100000,96906,119,202,2773,26
97,100000,96879,119,207,2795,27
98,100000,96850,116,206,2828,32
99,100000,96818,116,205,2861,32
100,100000,96787,119,211,2883,28
101,100000,96743,136,200,2921,27
102,100000,96708,142,201,2949,29
103,100000,96672,146,207,2975,32
104,100000,96638,149,211,3002,31
105,100000,96607,136,223,3034,44
106,100000,96580,128,226,3066,35
107,100000,96554,118,234,3094,36
108,100000,96522,116,241,3121,34
109,100000,96496,111,243,3150,31
110,100000,96472,108,238,3182,27
111,100000,96449,105,233,3213,26
112,100000,96433,89,221,3257,32
113,100000,96403,93,212,3292,26
114,100000,96369,103,200,3328,24
115,100000,96337,112,189,3362,23
116,100000,96311,122,174,3393,16
117,100000,96270,133,177,3420,30
118,100000,96238,131,185,3446,34
119,100000,96210,127,185,3478,32
120,100000,96181,130,185,3504,26
121,100000,96152,118,202,3528,41
122,100000,96121,117,211,3551,32
123,100000,96082,128,223,3567,28
124,100000,96050,131,222,3597,29
125,100000,96018,134,217,3631,29
126,100000,95984,137,216,3663,31
127,100000,95949,133,229,3689,39
128,100000,95924,126,220,3730,32
129,100000,95889,129,220,3762,32
130,100000,95857,127,226,3790,34
131,100000,95835,114,232,3819,35
132,100000,95801,123,228,3848,25
133,100000,95769,120,232,3879,35
134,100000,95740,117,225,3918,32
135,100000,95704,131,215,3950,22
136,100000,95672,129,217,3982,34
137,100000,95636,133,215,4016,32
138,100000,95605,135,209,4051,29
139,100000,95585,119,220,4076,36
140,100000,95557,115,217,4111,32
141,100000,95520,116,221,4143,36
142,100000,95505,100,230,4165,31
143,100000,95482,103,216,4199,20
144,100000,95450,107,212,4231,28
145,100000,95432,88,220,4260,37
146,100000,95407,98,199,4296,15
147,100000,95375,107,190,4328,23
148,100000,95347,103,186,4364,32
149,100000,95322,110,173,4395,18
150,100000,95294,113,178,4415,25
151,100000,95257,118,182,4443,32
152,100000,95228,119,173,4480,28
153,100000,95201,121,183,4495,25
154,100000,95180,114,188,4518,28
155,100000,95158,99,193,4550,37
156,100000,95126,102,204,4568,29
157,100000,95103,98,206,4593,27
158,100000,95075,105,195,4625,21
159,100000,95042,116,189,4653,22
160,100000,95020,106,196,4678,32
161,100000,94995,108,191,4706,23
162,100000,94968,107,182,4743,28
163,100000,94938,104,186,4772,33
164,100000,94902,118,181,4799,22
165,100000,94868,127,185,4820,25
166,100000,94848,120,190,4842,27
167,100000,94819,119,188,4874,30
168,100000,94792,110,201,4897,36
169,100000,94764,104,207,4925,34
170,100000,94740,108,194,4958,20
171,100000,94706,113,201,4980,29
172,100000,94675,117,203,5005,27
173,100000,94650,114,204,5032,28
174,100000,94622,118,198,5062,24
175,100000,94599,107,196,5098,34
176,100000,94573,102,193,5132,31
177,100000,94539,111,198,5152,25
178,100000,94513,109,197,5181,28
179,100000,94481,118,193,5208,23
180,100000,94454,119,191,5236,26
181,100000,94427,112,201,5260,34
182,100000,94403,110,193,5294,26
183,100000,94376,105,194,5325,32
184,100000,94348,106,196,5350,27
185,100000,94325,102,195,5378,27
186,100000,94303,100,196,5401,24
187,100000,94280,96,197,5427,27
188,100000,94246,102,191,5461,28
189,100000,94221,104,188,5487,23
190,100000,94188,115,178,5519,22
191,100000,94159,121,174,5546,23
192,100000,94132,114,181,5573,34
193,100000,94103,118,182,5597,25
194,100000,94083,105,188,5624,33
