tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99996,0,4,0,0
2,100000,99947,49,4,0,0
3,100000,99905,91,4,0,0
4,100000,99861,135,4,0,0
5,100000,99825,171,4,0,0
6,100000,99794,153,53,0,49
7,100000,99762,143,95,0,42
8,100000,99734,127,135,4,44
9,100000,99690,135,171,4,36
10,100000,99654,140,202,4,31
11,100000,99629,133,234,4,32
12,100000,99592,142,262,4,28
13,100000,99572,118,257,53,44
14,100000,99533,121,251,95,36
15,100000,99502,127,232,139,25
16,100000,99476,116,233,175,37
17,100000,99444,128,222,206,20
18,100000,99412,121,229,238,39
19,100000,99378,124,232,266,31
20,100000,99346,130,214,310,26
21,100000,99307,137,210,346,32
22,100000,99277,135,217,371,32
23,100000,99258,120,214,408,34
24,100000,99215,131,226,428,32
25,100000,99185,122,226,467,39
26,100000,99164,113,225,498,30
27,100000,99136,122,218,524,19
28,100000,99104,111,229,556,43
29,100000,99072,113,227,588,30
30,100000,99041,123,214,622,21
31,100000,99011,125,210,654,28
32,100000,98978,126,203,693,32
33,100000,98950,122,205,723,32
34,100000,98922,119,217,742,31
35,100000,98894,117,204,785,30
36,100000,98855,123,207,815,33
37,100000,98826,124,214,836,28
38,100000,98791,131,214,864,28
39,100000,98752,142,210,896,28
40,100000,98723,132,217,928,39
41,100000,98696,130,215,959,29
42,100000,98661,130,220,989,35
43,100000,98636,116,226,1022,39
44,100000,98605,118,227,1050,29
45,100000,98576,120,226,1078,27
46,100000,98537,124,233,1106,35
47,100000,98504,132,219,1145,25
48,100000,98472,133,221,1174,31
49,100000,98439,137,215,1209,29
50,100000,98412,125,215,1248,39
51,100000,98375,129,219,1277,33
52,100000,98341,131,224,1304,32
53,100000,98307,132,222,1339,33
54,100000,98269,143,224,1364,27
55,100000,98245,130,230,1395,37
56,100000,98219,122,235,1424,34
57,100000,98191,116,230,1463,34
58,100000,98161,108,235,1496,38
59,100000,98126,119,227,1528,24
60,100000,98091,128,220,1561,26
61,100000,98054,137,221,1588,28
62,100000,98034,127,214,1625,30
63,100000,98002,124,215,1659,35
64,100000,97978,113,216,1693,35
65,100000,97933,121,215,1731,37
66,100000,97902,132,211,1755,20
67,100000,97872,130,217,1781,32
68,100000,97836,142,213,1809,24
69,100000,97804,129,228,1839,45
70,100000,97767,135,224,1874,31
71,100000,97734,138,219,1909,30
72,100000,97698,138,218,1946,36
73,100000,97670,134,230,1966,32
74,100000,97632,135,235,1998,37
75,100000,97604,130,244,2022,33
76,100000,97569,129,235,2067,36
77,100000,97539,131,232,2098,28
78,100000,97511,121,240,2128,38
79,100000,97477,127,232,2164,28
80,100000,97443,126,235,2196,35
81,100000,97410,129,228,2233,30
82,100000,97378,133,223,2266,28
83,100000,97344,133,221,2302,34
84,100000,97313,130,227,2330,34
85,100000,97279,131,222,2368,33
86,100000,97252,126,226,2396,32
87,100000,97221,123,225,2431,34
88,100000,97197,116,226,2461,31
89,100000,97161,118,232,2489,34
90,100000,97135,117,225,2523,27
91,100000,97100,121,222,2557,31
92,100000,97058,139,213,2590,24
93,100000,97024,137,217,2622,36
94,100000,96998,137,209,2656,26
95,100000,96967,133,213,2687,35
96,100000,96938,120,221,2721,42
97,100000,96917,107,228,2748,34
98,100000,96881,117,223,2779,26
99,100000,96846,121,230,2803,31
100,100000,96823,115,223,2839,29
101,100000,96788,129,218,2865,21
102,100000,96760,121,219,2900,36
103,100000,96733,113,212,2942,35
104,100000,96695,128,201,2976,23
105,100000,96654,134,210,3002,35
106,100000,96623,137,207,3033,28
107,100000,96589,144,205,3062,27
108,100000,96556,139,222,3083,38
109,100000,96527,127,227,3119,41
110,100000,96502,121,223,3154,31
111,100000,96471,118,234,3177,34
112,100000,96439,117,232,3212,33
113,100000,96417,110,233,3240,29
114,100000,96394,108,231,3267,25
115,100000,96369,102,224,3305,31
116,100000,96341,98,215,3346,32
117,100000,96314,103,206,3377,22
118,100000,96284,110,195,3411,23
119,100000,96257,112,187,3444,25
120,100000,96234,107,186,3473,28
121,100000,96212,102,188,3498,27
122,100000,96188,96,187,3529,30
123,100000,96163,94,182,3561,27
124,100000,96132,102,183,3583,23
125,100000,96094,118,182,3606,22
126,100000,96065,123,181,3631,24
127,100000,96045,118,178,3659,25
128,100000,96009,123,182,3686,31
129,100000,95975,119,190,3716,38
130,100000,95946,119,192,3743,29
131,100000,95922,123,189,3766,20
132,100000,95892,117,203,3788,36
133,100000,95858,117,213,3812,34
134,100000,95828,118,217,3837,29
135,100000,95796,126,210,3868,24
136,100000,95766,126,202,3906,30
137,100000,95737,121,207,3935,34
138,100000,95716,112,217,3955,30
139,100000,95682,114,213,3991,32
140,100000,95661,105,209,4025,30
141,100000,95631,106,209,4054,29
142,100000,95602,114,206,4078,21
143,100000,95569,113,210,4108,34
144,100000,95544,117,197,4142,21
145,100000,95522,109,197,4172,30
146,100000,95488,114,194,4204,29
147,100000,95452,117,197,4234,33
148,100000,95430,114,193,4263,25
149,100000,95400,122,194,4284,22
150,100000,95371,117,194,4318,34
151,100000,95350,102,209,4339,36
152,100000,95318,112,201,4369,22
153,100000,95297,103,202,4398,30
154,100000,95272,99,198,4431,29
155,100000,95246,104,194,4456,21
156,100000,95215,103,204,4478,32
157,100000,95184,113,191,4512,21
158,100000,95151,121,180,4548,25
159,100000,95123,123,184,4570,26
160,100000,95096,119,185,4600,31
161,100000,95054,130,187,4629,31
162,100000,95030,121,199,4650,33
163,100000,95012,111,195,4682,28
164,100000,94979,117,201,4703,27
165,100000,94952,102,218,4728,42
166,100000,94927,103,216,4754,24
167,100000,94901,111,203,4785,18
168,100000,94877,102,205,4816,33
169,100000,94844,108,199,4849,27
170,100000,94812,115,196,4877,25
171,100000,94789,112,195,4904,26
172,100000,94757,120,177,4946,24
173,100000,94731,113,186,4970,33
174,100000,94703,109,200,4988,32
175,100000,94684,105,190,5021,23
176,100000,94655,102,195,5048,32
177,100000,94627,104,196,5073,26
178,100000,94597,106,198,5099,28
179,100000,94570,114,193,5123,19
180,100000,94539,116,189,5156,29
181,100000,94512,115,185,5188,28
182,100000,94480,117,192,5211,30
183,100000,94461,109,187,5243,27
184,100000,94435,104,192,5269,31
185,100000,94403,109,191,5297,27
186,100000,94367,113,204,5316,32
187,100000,94336,125,194,5345,19
188,100000,94310,125,192,5373,26
189,100000,94285,118,194,5403,32
190,100000,94257,110,203,5430,36
191,100000,94225,111,203,5461,31
192,100000,94197,113,202,5488,26
193,100000,94165,120,195,5520,25
194,100000,94136,121,204,5539,28
195,100000,94110,115,210,5565,32
196,100000,94083,114,206,5597,28
197,100000,94058,107,202,5633,32
198,100000,94027,109,200,5664,29
199,100000,93999,111,200,5690,26
200,100000,93982,101,202,5715,27
201,100000,93948,110,199,5743,25
202,100000,93918,109,198,5775,31
203,100000,93894,105,198,5803,28
204,100000,93865,117,183,5835,17
205,100000,93847,101,188,5864,34
206,100000,93823,95,192,5890,30
207,100000,93797,97,189,5917,24
