tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99996,0,4,0,0
2,100000,99946,50,4,0,0
3,100000,99923,73,4,0,0
4,100000,99894,102,4,0,0
5,100000,99850,146,4,0,0
6,100000,99818,128,54,0,50
7,100000,99784,139,77,0,23
8,100000,99736,158,102,4,29
9,100000,99692,158,146,4,44
10,100000,99660,158,178,4,32
11,100000,99632,152,212,4,34
12,100000,99599,137,260,4,48
13,100000,99572,120,254,54,44
14,100000,99539,121,263,77,32
15,100000,99502,130,262,106,28
16,100000,99480,119,251,150,33
17,100000,99448,124,246,182,27
18,100000,99415,124,245,216,33
19,100000,99385,117,234,264,37
20,100000,99359,121,212,308,22
21,100000,99324,124,212,340,32
22,100000,99291,124,217,368,33
23,100000,99256,129,214,401,30
24,100000,99233,126,213,428,26
25,100000,99212,112,215,461,35
26,100000,99175,116,211,498,33
27,100000,99149,107,224,520,35
28,100000,99123,110,215,552,23
29,100000,99092,120,203,585,21
30,100000,99066,109,210,615,37
31,100000,99029,120,210,641,26
32,100000,98992,131,201,676,26
33,100000,98962,130,199,709,31
34,100000,98925,141,190,744,26
35,100000,98890,139,204,767,37
36,100000,98860,132,220,788,37
37,100000,98825,137,213,825,30
38,100000,98792,133,224,851,37
39,100000,98758,132,233,877,35
40,100000,98724,136,232,908,30
41,100000,98693,132,241,934,35
42,100000,98671,121,237,971,33
43,100000,98648,110,234,1008,34
44,100000,98616,108,238,1038,34
45,100000,98586,107,232,1075,31
46,100000,98546,125,219,1110,22
47,100000,98518,130,212,1140,23
48,100000,98488,128,209,1175,32
49,100000,98461,125,206,1208,30
50,100000,98425,121,212,1242,40
51,100000,98388,130,206,1276,28
52,100000,98353,135,205,1307,30
53,100000,98315,146,210,1329,27
54,100000,98285,140,223,1352,36
55,100000,98249,139,228,1384,37
56,100000,98217,136,233,1414,35
57,100000,98182,133,231,1454,38
58,100000,98147,138,233,1482,30
59,100000,98122,127,239,1512,36
60,100000,98094,123,244,1539,32
61,100000,98060,122,243,1575,35
62,100000,98029,118,241,1612,35
63,100000,97996,126,231,1647,25
64,100000,97974,120,221,1685,28
65,100000,97937,123,225,1715,34
66,100000,97906,123,220,1751,31
67,100000,97874,122,221,1783,33
68,100000,97847,127,208,1818,22
69,100000,97807,130,210,1853,37
70,100000,97784,122,216,1878,31
71,100000,97761,113,220,1906,32
72,100000,97741,106,213,1940,27
73,100000,97712,95,222,1971,40
74,100000,97675,109,212,2004,23
75,100000,97643,118,213,2026,23
76,100000,97605,136,196,2063,20
77,100000,97579,133,194,2094,29
78,100000,97556,119,199,2126,37
79,100000,97532,111,204,2153,32
80,100000,97500,105,202,2193,38
81,100000,97472,107,205,2216,26
82,100000,97446,110,205,2239,23
83,100000,97408,124,209,2259,24
84,100000,97375,125,212,2288,32
85,100000,97351,121,203,2325,28
86,100000,97321,125,197,2357,26
87,100000,97285,123,197,2395,38
88,100000,97257,118,204,2421,33
89,100000,97225,126,205,2444,24
90,100000,97206,115,211,2468,30
91,100000,97165,120,215,2500,36
92,100000,97130,127,215,2528,28
93,100000,97101,124,221,2554,32
94,100000,97078,128,202,2592,19
95,100000,97039,126,210,2625,41
96,100000,97013,117,221,2649,35
97,100000,96984,117,220,2679,29
98,100000,96964,114,207,2715,23
99,100000,96935,104,218,2743,39
100,100000,96897,116,212,2775,26
101,100000,96872,112,222,2794,29
102,100000,96844,120,201,2835,20
103,100000,96802,133,195,2870,29
104,100000,96773,124,204,2899,38
105,100000,96740,132,206,2922,25
106,100000,96708,136,195,2961,28
107,100000,96682,120,211,2987,42
108,100000,96650,123,211,3016,29
109,100000,96613,127,224,3036,33
110,100000,96587,121,227,3065,32
111,100000,96559,123,215,3103,26
