tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99997,0,3,0,0
2,100000,99940,57,3,0,0
3,100000,99904,93,3,0,0
4,100000,99863,134,3,0,0
5,100000,99828,169,3,0,0
6,100000,99789,151,60,0,57
7,100000,99757,147,96,0,36
8,100000,99732,131,134,3,41
9,100000,99706,122,169,3,35
10,100000,99680,109,208,3,39
11,100000,99648,109,240,3,32
12,100000,99612,120,265,3,25
13,100000,99579,127,234,60,26
14,100000,99546,134,224,96,26
15,100000,99513,135,215,137,32
16,100000,99494,118,216,172,36
17,100000,99460,119,210,211,33
18,100000,99435,111,211,243,33
19,100000,99405,108,219,268,33
20,100000,99377,117,212,294,19
21,100000,99337,123,220,320,34
22,100000,99311,124,213,352,25
23,100000,99279,126,207,388,30
24,100000,99234,143,202,421,28
25,100000,99194,143,209,454,40
26,100000,99170,141,202,487,26
27,100000,99143,136,215,506,32
28,100000,99120,114,226,540,45
29,100000,99094,100,241,565,40
30,100000,99065,105,235,595,24
31,100000,99041,102,234,623,27
32,100000,99011,109,217,663,23
33,100000,98977,117,217,689,26
34,100000,98945,120,214,721,29
35,100000,98918,123,193,766,24
36,100000,98890,121,183,806,30
37,100000,98858,119,193,830,34
38,100000,98824,121,198,857,32
39,100000,98806,112,202,880,27
40,100000,98777,113,204,906,28
41,100000,98753,105,207,935,32
42,100000,98715,109,217,959,34
43,100000,98690,116,205,989,18
44,100000,98656,121,200,1023,29
45,100000,98625,128,192,1055,24
46,100000,98583,132,203,1082,38
47,100000,98554,136,200,1110,25
48,100000,98535,121,202,1142,34
49,100000,98500,125,199,1176,31
50,100000,98467,116,223,1194,42
51,100000,98432,122,223,1223,29
52,100000,98391,144,218,1247,19
53,100000,98362,138,215,1285,35
54,100000,98337,130,223,1310,33
55,100000,98308,124,224,1344,35
56,100000,98277,114,234,1375,41
57,100000,98238,124,221,1417,29
58,100000,98206,131,217,1446,25
59,100000,98180,128,227,1465,29
60,100000,98156,121,223,1500,31
61,100000,98123,115,229,1533,39
62,100000,98093,113,226,1568,32
63,100000,98061,119,211,1609,26
64,100000,98032,124,206,1638,24
65,100000,97998,125,214,1663,33
66,100000,97964,129,215,1692,30
67,100000,97930,131,216,1723,32
68,100000,97897,135,206,1762,29
69,100000,97859,139,208,1794,34
70,100000,97826,138,216,1820,34
71,100000,97799,131,226,1844,34
72,100000,97773,124,226,1877,33
73,100000,97745,114,234,1907,38
74,100000,97712,114,235,1939,33
75,100000,97679,120,233,1968,27
76,100000,97656,117,225,2002,26
77,100000,97623,122,219,2036,28
78,100000,97598,114,218,2070,33
79,100000,97576,103,218,2103,33
80,100000,97553,103,203,2141,23
81,100000,97527,96,203,2174,33
82,100000,97496,102,201,2201,25
83,100000,97469,107,197,2227,22
84,100000,97444,109,192,2255,23
85,100000,97418,109,185,2288,26
86,100000,97383,113,183,2321,31
87,100000,97357,112,187,2344,27
88,100000,97327,117,179,2377,25
89,100000,97302,116,180,2402,26
90,100000,97269,114,193,2424,35
91,100000,97225,132,196,2447,26
92,100000,97193,134,200,2473,30
93,100000,97171,131,194,2504,25
94,100000,97135,134,200,2531,33
95,100000,97108,117,219,2556,44
96,100000,97080,113,225,2582,32
97,100000,97045,126,212,2617,22
98,100000,97014,121,222,2643,36
99,100000,96977,131,219,2673,27
100,100000,96954,126,222,2698,28
101,100000,96931,114,224,2731,35
102,100000,96901,113,211,2775,31
103,100000,96864,113,216,2807,37
104,100000,96842,112,217,2829,23
105,100000,96814,117,204,2865,23
106,100000,96777,124,207,2892,30
107,100000,96757,107,216,2920,37
108,100000,96736,106,203,2955,22
109,100000,96701,113,200,2986,28
110,100000,96665,112,200,3023,37
111,100000,96632,125,197,3046,20
112,100000,96608,128,195,3069,21
113,100000,96581,120,200,3099,35
114,100000,96556,109,199,3136,36
115,100000,96533,99,210,3158,33
116,100000,96500,108,206,3186,24
117,100000,96473,108,196,3223,27
118,100000,96440,116,201,3243,25
119,100000,96415,118,203,3264,23
120,100000,96385,115,201,3299,33
121,100000,96343,130,192,3335,27
122,100000,96317,123,192,3368,33
123,100000,96287,128,193,3392,25
124,100000,96265,120,196,3419,30
125,100000,96223,120,213,3444,42
126,100000,96187,130,216,3467,26
127,100000,96157,130,213,3500,30
128,100000,96114,151,208,3527,22
129,100000,96092,131,217,3560,42
130,100000,96069,118,228,3585,36
131,100000,96045,112,228,3615,30
132,100000,96025,89,229,3657,43
133,100000,96001,91,225,3683,22
134,100000,95979,90,218,3713,23
135,100000,95955,90,220,3735,24
136,100000,95920,105,198,3777,20
137,100000,95893,108,186,3813,24
138,100000,95865,114,178,3843,22
139,100000,95840,115,159,3886,24
140,100000,95804,116,172,3908,35
141,100000,95780,113,176,3931,27
142,100000,95756,109,180,3955,28
143,100000,95726,114,185,3975,25
144,100000,95707,97,197,3999,36
145,100000,95688,92,199,4021,24
146,100000,95670,86,199,4045,24
147,100000,95645,81,194,4080,30
148,100000,95619,88,186,4107,19
149,100000,95589,99,177,4135,19
150,100000,95556,114,170,4160,18
151,100000,95529,116,159,4196,25
152,100000,95498,121,161,4220,26
153,100000,95473,116,167,4244,30
154,100000,95433,123,170,4274,33
155,100000,95397,132,178,4293,27
156,100000,95364,134,190,4312,31
157,100000,95334,139,197,4330,25
158,100000,95299,134,212,4355,40
159,100000,95270,127,222,4381,36
160,100000,95242,122,225,4411,33
161,100000,95210,124,222,4444,30
162,100000,95169,130,230,4471,35
163,100000,95144,126,228,4502,29
164,100000,95114,128,231,4527,28
165,100000,95082,128,223,4567,32
166,100000,95055,114,228,4603,41
167,100000,95025,119,220,4636,25
168,100000,95006,108,220,4666,30
169,100000,94984,98,217,4701,32
170,100000,94961,94,215,4730,27
171,100000,94933,92,217,4758,30
172,100000,94903,103,204,4790,19
173,100000,94868,116,185,4831,22
174,100000,94835,126,183,4856,23
175,100000,94815,118,181,4886,28
176,100000,94796,107,179,4918,30
177,100000,94768,100,187,4945,35
178,100000,94738,97,190,4975,33
179,100000,94711,104,191,4994,20
180,100000,94672,124,188,5016,19
181,100000,94634,134,193,5039,28
182,100000,94604,134,195,5067,30
183,100000,94581,130,192,5097,27
184,100000,94563,109,196,5132,39
185,100000,94533,101,201,5165,38
186,100000,94515,89,211,5185,30
187,100000,94476,105,215,5204,23
188,100000,94443,120,205,5232,18
189,100000,94416,117,205,5262,30
190,100000,94398,117,196,5289,18
191,100000,94374,102,196,5328,39
192,100000,94353,90,191,5366,33
193,100000,94321,95,188,5396,27
194,100000,94286,112,183,5419,18
195,100000,94256,118,189,5437,24
196,100000,94231,122,180,5467,21
197,100000,94201,120,194,5485,32
198,100000,94174,112,190,5524,35
