tick,TotalHumans,Susceptible,Exposed,Infected,Recovered,New Cases per day
1,100000,99995,0,5,0,0
2,100000,99927,68,5,0,0
3,100000,99898,97,5,0,0
4,100000,99859,136,5,0,0
5,100000,99831,164,5,0,0
6,100000,99801,126,73,0,68
7,100000,99771,127,102,0,29
8,100000,99742,117,136,5,39
9,100000,99708,123,164,5,28
10,100000,99692,109,194,5,30
11,100000,99652,119,224,5,30
12,100000,99623,119,253,5,29
13,100000,99595,113,219,73,34
14,100000,99564,128,206,102,16
15,100000,99527,125,207,141,40
16,100000,99497,126,208,169,29
17,100000,99469,126,206,199,28
18,100000,99447,117,207,229,31
19,100000,99410,117,215,258,37
20,100000,99383,114,211,292,30
21,100000,99361,108,223,308,28
22,100000,99323,124,205,348,22
23,100000,99290,120,213,377,37
24,100000,99255,128,212,405,27
25,100000,99216,145,203,436,22
26,100000,99190,133,204,473,38
27,100000,99155,135,207,503,33
28,100000,99124,131,214,531,35
29,100000,99094,122,231,553,39
30,100000,99062,128,220,590,26
31,100000,99030,125,228,617,35
32,100000,98989,135,237,639,31
33,100000,98960,134,229,677,30
34,100000,98926,136,228,710,32
35,100000,98892,138,225,745,32
36,100000,98857,132,227,784,41
37,100000,98827,133,230,810,29
38,100000,98795,131,229,845,34
39,100000,98767,125,232,876,34
40,100000,98740,117,237,906,35
41,100000,98711,116,235,938,30
42,100000,98686,109,235,970,32
43,100000,98657,110,222,1011,28
44,100000,98619,121,220,1040,27
45,100000,98590,121,215,1074,29
46,100000,98558,128,206,1108,25
47,100000,98529,128,200,1143,29
48,100000,98504,115,208,1173,38
49,100000,98472,118,205,1205,29
50,100000,98437,121,209,1233,32
51,100000,98413,116,211,1260,29
52,100000,98386,118,207,1289,25
53,100000,98363,109,214,1314,32
54,100000,98338,99,220,1343,35
55,100000,98315,98,206,1381,24
56,100000,98285,101,204,1410,27
57,100000,98255,108,195,1442,23
58,100000,98230,108,191,1471,25
59,100000,98206,109,189,1496,23
60,100000,98172,113,187,1528,30
61,100000,98137,118,182,1563,30
62,100000,98109,121,183,1587,25
63,100000,98076,130,180,1614,24
64,100000,98054,118,191,1637,34
65,100000,98011,126,201,1662,35
66,100000,97991,118,206,1685,28
67,100000,97954,122,209,1715,33
68,100000,97925,129,201,1745,22
69,100000,97894,117,219,1770,43
70,100000,97863,128,215,1794,20
71,100000,97842,112,218,1828,37
72,100000,97808,117,212,1863,29
73,100000,97777,117,215,1891,31
74,100000,97747,116,213,1924,31
75,100000,97726,116,212,1946,21
76,100000,97701,107,203,1989,34
77,100000,97675,102,214,2009,31
78,100000,97655,92,207,2046,30
